"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL191011";"";"None";"372.43";"0";"2.42";"4a, cyclo-L-Trp-L-Trp";"O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]c2ccccc12";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032597";"Cytotoxicity against human K562 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"K562";"None";"";"";"";"CHEMBL385";"K562";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308378";"";""
"CHEMBL3289271";"";"None";"439.31";"0";"2.15";"4e";"C=CCn1c(=O)/c(=C\c2cccc(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294671";"Cytotoxicity against human MOLT4 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MOLT-4";"None";"";"";"";"CHEMBL614177";"MOLT-4";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307557";"";""
"CHEMBL3289279";"";"None";"429.30";"0";"2.70";"4m";"C=CCn1c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C\c1ccccc1OC";"Activity";"'='";"0.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3294675";"Cytotoxicity against human U937 cells assessed as viable cells at 5 uM after 48 hrs by CCK8 assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL612794";"U-937";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308006";"";""
"CHEMBL2024544";"";"None";"372.38";"0";"1.02";"33, KPU-89";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cc(F)ccc2F)[nH]c1=O";"Activity";"'='";"6.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2026547";"Induction of cell cycle arrest in human HeLa cells assessed as accumulation at S phase at 10 nM after 18 hrs by propidium iodide based flow cytometric analysis (Rvb = 39.9 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2024561";"";"None";"440.50";"0";"1.97";"50, KPU-105";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O";"Activity";"'='";"93.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2026548";"Induction of cell cycle arrest in human HeLa cells assessed as accumulation at G2/M phase at 10 nM after 18 hrs by propidium iodide based flow cytometric analysis (Rvb = 16.2 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2024561";"";"None";"440.50";"0";"1.97";"50, KPU-105";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O";"Activity";"'='";"29.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2027125";"Induction of cell cycle arrest in human HeLa cells assessed as accumulation at S phase at 3 nM after 18 hrs by propidium iodide based flow cytometric analysis (Rvb = 39.9 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2031708";"";"None";"417.51";"0";"3.15";"5b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O";"IC50";"'='";"83300.0";"nM";"4.08";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032599";"Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL2031712";"";"None";"325.41";"0";"2.22";"12b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@H]1NC(=O)[C@@H](C)NC1=O";"IC50";"'='";"81100.0";"nM";"4.09";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032599";"Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL4225738";"";"None";"430.46";"0";"1.57";"13g";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccco3)c2)[nH]c1=O";"IC50";"'='";"9.23";"nM";"8.04";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4222806";"Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL418780";"";"None";"350.42";"0";"2.07";"(+)Phenylahistin";"C=CC(C)(C)c1[nH]cnc1/C=C1\NC(=O)[C@@H](Cc2ccccc2)NC1=O";"IC50";"'='";"38000.0";"nM";"4.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL757907";"Inhibitory concentration required for cytotoxic effect against P388 murine leukemia cells";"F";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"P388";"None";"";"";"";"CHEMBL389";"P388";"Mus musculus";"CELL-LINE";"CHEMBL1152013";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"CHEMBL3308401";"";""
"CHEMBL126124";"";"None";"294.35";"0";"1.46";"19";"O=C1N[C@@H](Cc2ccccc2)C(=O)N[C@H]1Cc1ccccc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL1177618";"Cytotoxicity against human A549 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL1177738";"1";"Scientific Literature";"J Nat Prod";"2010";"CHEMBL3307651";"";""
"CHEMBL191011";"";"None";"372.43";"0";"2.42";"4a, cyclo-L-Trp-L-Trp";"O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]c2ccccc12";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032599";"Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL3930439";"";"None";"338.41";"0";"1.91";"t-Bu-PLH";"CC(C)(C)c1[nH]cnc1/C=C1\NC(=O)C(Cc2ccccc2)NC1=O";"Ratio IC50";"'='";"0.69";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881622";"Ratio of IC50 for human mitoxantrone-sensitive HL60 cells to IC50 for human mitoxantrone-resistant HL60/MX2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL383";"HL-60";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307654";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"KPU-02; NPI-2358; tBu-delta-PLH";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL3881637";"Induction of apoptosis in human Jurkat cells assessed as PARP cleavage at 100 nM measured after 10 hrs by Western blotting";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat";"None";"";"";"";"CHEMBL397";"Jurkat";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307526";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"Plinabulin";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"4.28";"nM";"8.37";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4222806";"Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL3342339";"";"None";"395.42";"0";"1.35";"2";"O=C(c1ccccc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3ccccn3)[nH]c2=O)c1";"IC50";"'='";"6.27";"nM";"8.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4222806";"Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL2031710";"";"None";"325.41";"0";"2.22";"10b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](C)NC1=O";"IC50";"'='";"35200.0";"nM";"4.45";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032597";"Cytotoxicity against human K562 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"K562";"None";"";"";"";"CHEMBL385";"K562";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308378";"";""
"CHEMBL365348";"";"None";"299.37";"0";"1.74";"3a, cyclo-L-Trp-L-Leu";"CC(C)C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032598";"Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"Plinabulin";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"26.2";"nM";"7.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4614090";"Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4613221";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL2031706";"";"None";"367.49";"0";"3.25";"3b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](CC(C)C)NC1=O";"IC50";"'='";"30100.0";"nM";"4.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032597";"Cytotoxicity against human K562 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"K562";"None";"";"";"";"CHEMBL385";"K562";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308378";"";""
"CHEMBL2031712";"";"None";"325.41";"0";"2.22";"12b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@H]1NC(=O)[C@@H](C)NC1=O";"IC50";"'='";"85000.0";"nM";"4.07";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032598";"Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL3917585";"";"None";"466.42";"0";"0.45";"Fig 38, 16; KPU-53; NPI-2404";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2O)[nH]c1=O.O=C(O)C(F)(F)F";"Ratio EC50";"'='";"0.4";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881650";"Ratio of EC50 for human mitoxantrone-sensitive HL60 cells to EC50 for human mitoxantrone-resistant HL60/MX2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL383";"HL-60";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307654";"";""
"CHEMBL4649690";"";"None";"406.44";"0";"2.71";"17g";"O=c1[nH]/c(=C\c2cccs2)c(=O)[nH]/c1=C\c1cccc(Oc2ccc(F)cc2)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629251";"Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL4648107";"";"None";"404.40";"0";"2.55";"17k";"Cc1ccc(/C=c2\[nH]c(=O)/c(=C/c3cccc(Oc4ccc(F)cc4)c3)[nH]c2=O)o1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629251";"Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL4646725";"";"None";"434.42";"0";"2.39";"17o";"COCc1ccc(/C=c2\[nH]c(=O)/c(=C/c3cccc(Oc4ccc(F)cc4)c3)[nH]c2=O)o1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629251";"Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"Plinabulin";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"6.6";"nM";"8.18";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629253";"Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307768";"";""
"CHEMBL4640318";"";"None";"430.44";"0";"2.25";"14c";"O=c1[nH]/c(=C\c2nc[nH]c2C2CC2)c(=O)[nH]/c1=C\c1cccc(Oc2ccc(F)cc2)c1";"IC50";"'='";"7.4";"nM";"8.13";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629253";"Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307768";"";""
"CHEMBL4641292";"";"None";"402.39";"0";"0.81";"14h";"O=C(c1ccc(F)cc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3c[nH]cn3)[nH]c2=O)c1";"IC50";"'='";"5.1";"nM";"8.29";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629253";"Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307768";"";""
"CHEMBL4640640";"";"None";"416.41";"0";"1.99";"17l";"Cc1ccc(/C=c2\[nH]c(=O)/c(=C/c3cccc(C(=O)c4ccc(F)cc4)c3)[nH]c2=O)o1";"IC50";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629253";"Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307768";"";""
"CHEMBL4647004";"";"None";"458.52";"0";"2.54";"6r";"COc1ccc(Oc2cccc(/C=c3\[nH]c(=O)/c(=C/c4nc[nH]c4C(C)(C)C)[nH]c3=O)c2)cc1";"IC50";"'='";"22.7";"nM";"7.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4614090";"Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4613221";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"Plinabulin";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4614094";"Antiproliferative activity against human HeLa cells assessed as reduction in cell viability after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL4613221";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3308376";"";""
"CHEMBL4645631";"";"None";"494.55";"0";"1.71";"6d";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(S(=O)(=O)c3ccc(F)cc3)c2)[nH]c1=O";"IC50";"'>'";"50.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4614090";"Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4613221";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL4646977";"";"None";"446.48";"0";"2.67";"6u";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(Oc3cccc(F)c3)c2)[nH]c1=O";"IC50";"'='";"5.7";"nM";"8.24";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4614090";"Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4613221";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL4640890";"";"None";"307.31";"0";"-0.18";"8d";"O=c1[nH]/c(=C\c2ncccc2O)c(=O)[nH]/c1=C\c1ccccc1";"IC50";"'>'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4614090";"Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4613221";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL4646853";"";"None";"321.34";"0";"-0.39";"8e";"O=c1[nH]/c(=C\c2cccc(CO)n2)c(=O)[nH]/c1=C\c1ccccc1";"IC50";"'>'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4614090";"Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4613221";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL4634835";"";"None";"446.48";"0";"2.67";"6o";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(Oc3ccc(F)cc3)c2)[nH]c1=O";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4614091";"Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL395";"HepG2";"Homo sapiens";"CELL-LINE";"CHEMBL4613221";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307718";"";""
"CHEMBL2024561";"";"None";"440.50";"0";"1.97";"4, KPU-105";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL2051662";"Antimitotic activity in human HeLa cells assessed as change in dipolar spindle formation in metaphase at 1 nM after 6 hrs by DAPI staining-based immunofluorescence analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2046436";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL5092351";"";"None";"304.30";"0";"-0.67";"1k";"C=c1[nH]c(=O)/c(=C/c2cc(OC)c(OC)c(OC)c2)[nH]c1=O";"CC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5041546";"Cytotoxicity against human Huh-7.5.1 cells assessed as reduction in cell viability measured at 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Huh7.5.1";"None";"";"";"";"CHEMBL4483247";"Huh7.5.1";"Homo sapiens";"CELL-LINE";"CHEMBL5038642";"1";"Scientific Literature";"J Nat Prod";"2022";"CHEMBL4483152";"TIME = 72.0 hr";""
"CHEMBL3953294";"";"None";"468.41";"0";"0.88";"Fig 38, 20; KPU-35; NPI-2386";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(F)c2)[nH]c1=O.O=C(O)C(F)(F)F";"Ratio IC50";"'='";"0.79";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881622";"Ratio of IC50 for human mitoxantrone-sensitive HL60 cells to IC50 for human mitoxantrone-resistant HL60/MX2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL383";"HL-60";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307654";"";""
"CHEMBL4063810";"";"None";"337.40";"0";"0.74";"MBRI-001";"[2H]/C(c1nc[nH]c1C(C)(C)C)=c1/[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Inhibition";"'='";"54.77";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4393112";"Antiproliferative activity in human A549 cells assessed as inhibition of cell proliferation at 3.125 nM incubated for 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL4392834";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"CHEMBL3307651";"";""
