,Mol_ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard_Type,Standard Relation,standard_value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target_Name,Target Organism,Target Type,Document_ID,Source ID,Source_Description,Document_Journal,Document_Year,Cell ChEMBL ID,Properties,Action Type
358,CHEMBL2047546,,None,273.29,0,-0.31,"8, cyclo(L-Trp-L-Ser-)",O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1CO,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2214306,Cytotoxicity against human HepG2 cells by SRB method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,,,,CHEMBL395,HepG2,Homo sapiens,CELL-LINE,CHEMBL2203213,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3307718,,
359,CHEMBL2047546,,None,273.29,0,-0.31,"8, cyclo(L-Trp-L-Ser-)",O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1CO,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2214308,Cytotoxicity against human SF268 cells by SRB method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SF-268,None,,,,CHEMBL613977,SF-268,Homo sapiens,CELL-LINE,CHEMBL2203213,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3307499,,
362,CHEMBL1096381,,None,441.49,0,2.24,"2, KPU-244",CC(C)(C)c1ocnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O,IC50,'=',4.0,nM,8.4,,,UO_0000065,,,,,0,CHEMBL1110046,Cytotoxicity against human HT-29 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL1157782,1,Scientific Literature,Bioorg. Med. Chem.,2010.0,CHEMBL3307768,,
363,CHEMBL3289274,,None,374.44,0,1.7,4h,C=CCn1c(=O)/c(=C\c2cccc(C)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',16700.0,nM,4.78,,,UO_0000065,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
365,CHEMBL3289275,,None,394.86,0,2.04,4i,C=CCn1c(=O)/c(=C\c2ccccc2Cl)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',5100.0,nM,5.29,,,UO_0000065,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
366,CHEMBL3289282,,None,457.3,0,2.29,4p,C=CCn1c(=O)/c(=C\c2ccc(F)c(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
367,CHEMBL3289279,,None,429.3,0,2.7,4m,C=CCn1c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',4500.0,nM,5.35,,,UO_0000065,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
368,CHEMBL3289289,,None,366.42,0,0.75,4x,COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2nc[nH]c2C(C)(C)C)[nH]c1=O,IC50,'=',90.0,nM,7.05,,,UO_0000065,,,,,0,CHEMBL3294668,Cytotoxicity against human A549 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307651,,
369,CHEMBL3289283,,None,392.43,0,1.84,4q,C=CCn1c(=O)/c(=C\c2cc(F)ccc2C)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',2600.0,nM,5.58,,,UO_0000065,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
370,CHEMBL3289272,,None,394.86,0,2.04,4f,C=CCn1c(=O)/c(=C\c2cccc(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',1200.0,nM,5.92,,,UO_0000065,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
371,CHEMBL1868039,,None,350.37,0,0.74,4v,COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2ccccc2OC)[nH]c1=O,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
372,CHEMBL3289275,,None,394.86,0,2.04,4i,C=CCn1c(=O)/c(=C\c2ccccc2Cl)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',4200.0,nM,5.38,,,UO_0000065,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
373,CHEMBL3289282,,None,457.3,0,2.29,4p,C=CCn1c(=O)/c(=C\c2ccc(F)c(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
375,CHEMBL3289267,,None,399.28,0,2.69,4a,C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294667,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308403,,
376,CHEMBL3289280,,None,429.3,0,2.7,4n,C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294667,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308403,,
377,CHEMBL3289270,,None,499.36,0,2.17,4d,C=CCn1c(=O)/c(=C\c2cc(OC)c(OC)c(OC)c2)[nH]c(=O)/c1=C\c1cccc(Br)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
378,CHEMBL3289288,,None,389.24,0,2.04,4w,COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c1=O,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
379,CHEMBL3289269,,None,488.18,0,2.91,4c,C=CCn1c(=O)/c(=C\c2cccc(Br)c2)[nH]c(=O)/c1=C\c1cccc(Br)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294668,Cytotoxicity against human A549 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307651,,
380,CHEMBL3289276,,None,378.4,0,1.53,4j,C=CCn1c(=O)/c(=C\c2ccccc2F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294668,Cytotoxicity against human A549 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307651,,
385,CHEMBL2022199,,None,337.38,0,0.14,56,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccn2)[nH]c1=O,IC50,'>',20000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2026543,Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307768,,
386,CHEMBL3289274,,None,374.44,0,1.7,4h,C=CCn1c(=O)/c(=C\c2cccc(C)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',8800.0,nM,5.06,,,UO_0000065,,,,,0,CHEMBL3294670,Cytotoxicity against human K562 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308378,,
388,CHEMBL3289281,,None,457.3,0,2.29,4o,C=CCn1c(=O)/c(=C\c2cc(Br)ccc2F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294668,Cytotoxicity against human A549 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307651,,
389,CHEMBL3289289,,None,366.42,0,0.75,4x,COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2nc[nH]c2C(C)(C)C)[nH]c1=O,IC50,'=',60.0,nM,7.22,,,UO_0000065,,,,,0,CHEMBL3294670,Cytotoxicity against human K562 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308378,,
390,CHEMBL4780890,,None,429.3,0,2.7,4m,C=CCn1c(=O)/c(=C/c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,'=',500.0,nM,6.3,,,UO_0000065,,,,,0,CHEMBL4718403,Cytotoxicity against human U-937 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308006,TIME = 72.0 hr,
391,CHEMBL191011,,None,372.43,0,2.42,"4a, cyclo-L-Trp-L-Trp",O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]c2ccccc12,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2032597,Cytotoxicity against human K562 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308378,,
392,CHEMBL3289271,,None,439.31,0,2.15,4e,C=CCn1c(=O)/c(=C\c2cccc(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',5000.0,nM,5.3,,,UO_0000065,,,,,0,CHEMBL3294671,Cytotoxicity against human MOLT4 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MOLT-4,None,,,,CHEMBL614177,MOLT-4,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307557,,
397,CHEMBL2031708,,None,417.51,0,3.15,5b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,IC50,'=',83300.0,nM,4.08,,,UO_0000065,,,,,0,CHEMBL2032599,Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
398,CHEMBL2031712,,None,325.41,0,2.22,12b,CC(C)=CCc1[nH]c2ccccc2c1C[C@H]1NC(=O)[C@@H](C)NC1=O,IC50,'=',81100.0,nM,4.09,,,UO_0000065,,,,,0,CHEMBL2032599,Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
399,CHEMBL4225738,,None,430.46,0,1.57,13g,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccco3)c2)[nH]c1=O,IC50,'=',9.23,nM,8.04,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
400,CHEMBL418780,,None,350.42,0,2.07,(+)Phenylahistin,C=CC(C)(C)c1[nH]cnc1/C=C1\NC(=O)[C@@H](Cc2ccccc2)NC1=O,IC50,'=',38000.0,nM,4.42,,,UO_0000065,,,,,0,CHEMBL757907,Inhibitory concentration required for cytotoxic effect against P388 murine leukemia cells,F,BAO_0000219,cell-based format,Mus musculus,None,None,P388,None,,,,CHEMBL389,P388,Mus musculus,CELL-LINE,CHEMBL1152013,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997.0,CHEMBL3308401,,
402,CHEMBL191011,,None,372.43,0,2.42,"4a, cyclo-L-Trp-L-Trp",O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]c2ccccc12,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2032599,Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
405,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',4.28,nM,8.37,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
406,CHEMBL3342339,,None,395.42,0,1.35,2,O=C(c1ccccc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3ccccn3)[nH]c2=O)c1,IC50,'=',6.27,nM,8.2,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
407,CHEMBL2031710,,None,325.41,0,2.22,10b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](C)NC1=O,IC50,'=',35200.0,nM,4.45,,,UO_0000065,,,,,0,CHEMBL2032597,Cytotoxicity against human K562 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308378,,
408,CHEMBL365348,,None,299.37,0,1.74,"3a, cyclo-L-Trp-L-Leu",CC(C)C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2032598,Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
409,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',26.2,nM,7.58,,,UO_0000065,,,,,0,CHEMBL4614090,Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
410,CHEMBL2031706,,None,367.49,0,3.25,3b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](CC(C)C)NC1=O,IC50,'=',30100.0,nM,4.52,,,UO_0000065,,,,,0,CHEMBL2032597,Cytotoxicity against human K562 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308378,,
411,CHEMBL2031712,,None,325.41,0,2.22,12b,CC(C)=CCc1[nH]c2ccccc2c1C[C@H]1NC(=O)[C@@H](C)NC1=O,IC50,'=',85000.0,nM,4.07,,,UO_0000065,,,,,0,CHEMBL2032598,Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
413,CHEMBL4649690,,None,406.44,0,2.71,17g,O=c1[nH]/c(=C\c2cccs2)c(=O)[nH]/c1=C\c1cccc(Oc2ccc(F)cc2)c1,IC50,'>',1000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
414,CHEMBL4648107,,None,404.4,0,2.55,17k,Cc1ccc(/C=c2\[nH]c(=O)/c(=C/c3cccc(Oc4ccc(F)cc4)c3)[nH]c2=O)o1,IC50,'=',30.0,nM,7.52,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
415,CHEMBL4646725,,None,434.42,0,2.39,17o,COCc1ccc(/C=c2\[nH]c(=O)/c(=C/c3cccc(Oc4ccc(F)cc4)c3)[nH]c2=O)o1,IC50,'=',14.0,nM,7.85,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
416,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',6.6,nM,8.18,,,UO_0000065,,,,,0,CHEMBL4629253,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307768,,
417,CHEMBL4640318,,None,430.44,0,2.25,14c,O=c1[nH]/c(=C\c2nc[nH]c2C2CC2)c(=O)[nH]/c1=C\c1cccc(Oc2ccc(F)cc2)c1,IC50,'=',7.4,nM,8.13,,,UO_0000065,,,,,0,CHEMBL4629253,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307768,,
418,CHEMBL4641292,,None,402.39,0,0.81,14h,O=C(c1ccc(F)cc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3c[nH]cn3)[nH]c2=O)c1,IC50,'=',5.1,nM,8.29,,,UO_0000065,,,,,0,CHEMBL4629253,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307768,,
419,CHEMBL4640640,,None,416.41,0,1.99,17l,Cc1ccc(/C=c2\[nH]c(=O)/c(=C/c3cccc(C(=O)c4ccc(F)cc4)c3)[nH]c2=O)o1,IC50,'=',3.3,nM,8.48,,,UO_0000065,,,,,0,CHEMBL4629253,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307768,,
420,CHEMBL4647004,,None,458.52,0,2.54,6r,COc1ccc(Oc2cccc(/C=c3\[nH]c(=O)/c(=C/c4nc[nH]c4C(C)(C)C)[nH]c3=O)c2)cc1,IC50,'=',22.7,nM,7.64,,,UO_0000065,,,,,0,CHEMBL4614090,Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
421,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',9.0,nM,8.05,,,UO_0000065,,,,,0,CHEMBL4614094,Antiproliferative activity against human HeLa cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3308376,,
